First Name,Last Name,Retirement Season,Age,PP,2P,GB,GP,AB,PA,R,H,HR,AVG,OBP,SLG,OPS,1B,2B,3B,RBI,XBH,TB,SB,CS,BB,K,HBP,ISO,BABIP,SH,SF,E,PB,PA/G,AB/HR,K%,BB%,XBH%,wRAA,wSB,Def,Pos,Corr,RAA,WAA,WAR
Maxton,Randolph,9,40,LF,1B/OF,121,613,226,250,31,65,2,.288,.345,.367,.713,51,12,0,30,14,83,0,0,21,37,0,.080,.333,1,2,2,1,0.4,113.0,.16,.08,.22,-1.4,-0.1,-0.1,1.0,0.2,-0.5,-0.1,1.7
Aliyah,Snyder,2,44,C,OF,63,160,173,191,17,50,0,.289,.347,.329,.677,43,7,0,12,7,57,0,0,13,21,3,.040,.327,1,1,0,2,1.2,Infinity,.12,.07,.14,-2.9,0.0,-0.1,2.6,0.2,-0.2,0.0,1.3
Khalil,Mars,13,40,RF,1B/OF,857,950,2584,2904,341,669,95,.259,.329,.424,.753,434,139,1,343,235,1095,5,6,248,498,34,.165,.285,16,22,17,0,3.1,27.2,.19,.09,.35,10.8,-2.9,-0.2,-0.8,1.8,8.7,0.9,20.7
Alison,Villegas,12,39,RF,C,178,778,304,332,35,68,6,.224,.279,.316,.595,52,10,0,31,16,96,1,3,21,99,3,.092,.308,2,2,3,1,0.4,50.7,.33,.06,.24,-16.0,-1.3,-0.2,1.2,0.2,-16.0,-1.6,0.6
Hezekiah,Leal,8,41,C,RF,258,585,695,769,92,197,18,.283,.347,.427,.774,133,46,0,94,64,297,0,0,60,131,9,.144,.326,2,3,2,5,1.3,38.6,.19,.08,.32,10.9,-0.2,-0.2,4.1,0.6,15.2,1.5,6.8
Caden,Daniels,2,40,RF,,136,160,405,455,45,85,7,.210,.291,.314,.604,59,17,2,42,26,127,13,7,43,116,4,.104,.275,1,2,4,0,2.8,57.9,.29,.09,.31,-17.8,-0.6,-0.2,-4.9,0.5,-22.9,-2.3,0.8
Aida,Melfi,,25,1B,OF,400,465,1185,1314,147,302,47,.255,.320,.423,.743,200,52,3,164,102,501,19,5,102,311,15,.168,.305,4,8,7,0,2.8,25.2,.26,.08,.34,-0.3,0.3,-0.2,-12.4,0.9,-11.7,-1.2,9.6
Myles,Braughtson,,29,CF,OF,288,320,831,930,92,226,16,.272,.339,.389,.728,168,35,7,79,58,323,21,9,80,182,7,.117,.329,7,5,4,0,2.9,51.9,.22,.09,.26,-6.8,-0.8,-0.2,-3.4,0.7,-10.5,-1.0,5.8
Simon,Merritt,11,39,RF,LF,465,733,1369,1535,173,395,36,.289,.355,.421,.776,288,69,2,172,107,576,16,6,135,193,12,.132,.312,8,11,8,3,2.1,38.0,.14,.09,.27,5.3,0.0,-0.2,-17.0,1.2,-10.7,-1.0,9.4
Mila,Barrera,7,40,LF,1B/OF,87,428,201,221,26,58,5,.289,.341,.403,.744,45,8,0,34,13,81,1,0,16,58,1,.114,.379,1,2,2,0,0.5,40.2,.29,.07,.22,0.2,0.1,-0.2,0.7,0.2,1.0,0.1,1.6
Karmea,Noelani,,37,CF,OF,210,509,495,553,73,126,7,.255,.326,.339,.665,100,17,2,48,26,168,20,11,50,122,3,.085,.324,4,1,3,1,1.1,70.7,.25,.09,.21,-12.2,-1.4,-0.2,-2.4,0.2,-15.9,-1.6,2.3
Werner,Lam,,39,1B,,285,439,825,922,103,244,28,.296,.357,.475,.832,155,58,3,109,89,392,7,4,75,193,8,.179,.353,6,8,2,0,2.1,29.5,.23,.08,.36,22.1,-1.0,-0.2,-8.7,0.5,12.7,1.3,7.8
Chewie,Reid,3,36,RF,1B/OF,138,240,389,425,65,107,13,.275,.332,.452,.784,68,22,4,42,39,176,28,5,29,101,5,.177,.339,0,2,3,0,1.8,29.9,.26,.07,.36,7.1,3.3,-0.2,-0.1,0.4,10.4,1.0,3.9
Yips,Donahue,,19,RF,OF,0,1,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,0,0.0,NaN,NaN,NaN,NaN,-2.9,-0.3,-0.2,-0.3,0.1,-3.6,-0.4,0.2
Glass,Barnswell,2,39,RF,1B,27,68,33,40,14,4,0,.121,.250,.182,.432,2,2,0,3,2,6,5,1,3,7,3,.061,.148,0,1,1,0,0.6,Infinity,.21,.08,.50,-3.8,0.5,-0.3,-0.2,0.0,-3.6,-0.4,-0.1
Bertrand,Renaudin,,22,SS,3B,231,241,712,807,89,195,22,.274,.350,.423,.773,134,38,1,92,61,301,0,2,80,88,6,.149,.285,4,5,16,0,3.3,32.4,.12,.10,.31,19.9,-2.0,-0.3,2.5,0.6,20.7,2.1,9.4
Paxton,Island,8,36,1B,LF,179,602,487,545,58,127,16,.261,.335,.407,.741,88,23,0,57,39,198,0,0,47,103,7,.146,.302,4,0,2,0,0.9,30.4,.21,.09,.31,-3.9,-0.2,-0.3,-2.6,0.4,-6.6,-0.7,3.0
Mayodae,Noche,,30,1B,,315,320,1033,1132,149,282,43,.273,.326,.459,.785,179,57,3,140,103,474,6,2,78,170,7,.186,.288,5,9,2,0,3.5,24.0,.16,.07,.37,27.2,-0.7,-0.3,-11.7,1.0,15.4,1.6,11.3
Jefferson,Benson,,33,LF,1B/OF,25,80,72,82,11,18,3,.250,.329,.458,.788,10,4,1,7,8,33,0,0,8,17,1,.208,.283,0,1,1,0,1.0,24.0,.24,.10,.44,0.8,0.2,-0.3,0.3,0.1,1.0,0.1,0.8
Hudson,Dakota,,29,CF,1B/OF,672,688,2280,2506,344,646,51,.283,.341,.426,.766,447,124,24,228,199,971,101,24,188,187,17,.143,.289,7,14,9,0,3.6,44.7,.08,.08,.31,6.3,7.9,-0.3,-6.1,1.3,9.1,0.9,20.0
Brecken,Allday,9,44,1B,,608,695,1839,S18,216,460,63,.250,.316,.411,.726,295,98,4,240,165,755,30,17,165,402,15,.160,.287,11,9,6,0,2.9,29.2,.22,.08,.36,-4.7,-2.3,-0.3,-18.0,1.5,-23.9,-2.4,11.5
Enzo,Valdez,,33,CF,OF,1060,1073,3521,3946,637,964,134,.274,.345,.449,.794,641,164,25,422,323,1580,387,45,362,490,34,.175,.284,7,22,15,0,3.7,26.3,.14,.09,.34,113.0,55.0,-0.3,-12.0,1.8,157.6,16.1,43.8
Dally,Feducci,13,39,3B,,414,972,1078,1166,104,263,17,.244,.295,.340,.634,195,50,1,97,68,366,2,1,75,223,5,.096,.292,3,5,28,0,1.2,63.4,.21,.06,.26,-40.1,-0.5,-0.3,6.5,0.7,-33.8,-3.4,4.5
Gregg,Crosby,3,39,3B,1B,156,189,464,521,48,123,12,.265,.337,.397,.733,87,23,1,58,36,184,3,2,49,67,3,.131,.285,1,4,9,0,2.8,38.7,.14,.09,.29,0.6,-0.4,-0.3,-1.0,0.5,-0.6,-0.1,3.5
Mirai,Dream,,29,1B,,657,799,1903,2105,184,448,44,.235,.300,.347,.647,324,79,1,190,124,661,1,3,157,421,24,.112,.278,7,14,6,0,2.6,43.3,.22,.07,.28,-56.6,-2.5,-0.3,-21.1,0.9,-79.5,-8.1,7.5
Rey,Lu,4,41,CF,OF,235,284,663,744,105,178,24,.268,.339,.434,.774,118,34,2,72,60,288,28,7,66,146,6,.166,.311,7,2,4,0,2.6,27.6,.22,.09,.34,11.2,2.4,-0.3,-2.6,0.7,11.4,1.1,6.2
Caesar,Showie,8,37,LF,RF,460,586,1314,1469,176,337,37,.256,.324,.407,.731,221,71,8,156,116,535,11,10,122,278,14,.151,.297,9,10,8,0,2.5,35.5,.21,.08,.34,-2.7,-2.7,-0.4,4.5,1.1,-0.2,0.0,10.0
Dom,Hudson,,37,C,LF,992,1408,3084,3404,440,853,128,.277,.337,.462,.799,551,160,14,449,302,1425,72,27,268,502,25,.185,.293,7,20,5,19,2.4,24.1,.16,.08,.35,89.2,0.6,-0.4,40.2,1.7,131.4,13.4,38.1
Turtle,Nickerson,7,41,RF,LF,26,251,52,54,6,9,1,.173,.204,.308,.511,4,4,0,8,5,16,0,0,2,15,0,.135,.222,0,0,1,0,0.2,52.0,.29,.04,.56,-4.5,0.0,-0.4,-1.0,0.0,-5.8,-0.6,-0.2
Dimitri,Petrovich,,22,C,OF,139,240,340,387,36,83,2,.244,.320,.297,.617,69,12,0,31,14,101,0,0,33,54,6,.053,.283,6,2,0,2,1.6,170.0,.16,.09,.17,-17.6,-0.3,-0.4,7.9,0.3,-10.1,-1.0,2.6
Pewter,O'Donnell,9,36,SS,2B,583,682,1568,1776,161,383,36,.244,.323,.355,.678,283,63,1,154,100,556,1,0,163,267,25,.110,.272,8,12,38,0,2.6,43.6,.17,.09,.26,-28.6,-0.4,-0.4,-5.6,1.3,-33.7,-3.4,8.7
Dewey,McSticks,11,39,SS,3B,83,749,160,176,15,30,2,.188,.249,.263,.511,22,6,0,10,8,42,2,0,12,56,1,.075,.275,3,0,5,2,0.2,80.0,.35,.07,.27,-13.0,0.3,-0.4,0.7,0.1,-12.3,-1.3,-0.1
Fowler,McCullough,17,45,3B,1B,262,609,733,807,104,200,16,.273,.331,.382,.713,152,32,0,88,48,280,12,9,58,134,7,.109,.314,6,3,15,0,1.3,45.8,.18,.07,.24,-3.5,-2.1,-0.4,-1.7,0.2,-7.5,-0.8,4.7
Kendrick,Strudly,16,39,2B,IF,964,1222,2531,2809,264,609,48,.241,.304,.346,.650,442,116,3,280,167,875,4,2,213,701,27,.105,.311,18,20,62,0,2.3,52.7,.28,.08,.27,-97.0,-1.2,-0.4,23.7,1.5,-73.5,-7.5,11.7
Toothsome,Flubual,13,40,LF,1B,388,946,970,1076,170,227,29,.234,.302,.373,.675,154,40,4,97,73,362,25,17,86,300,10,.139,.307,7,3,4,0,1.1,33.4,.31,.08,.32,-22.7,-3.2,-0.4,5.2,0.5,-20.6,-2.1,5.2
Norbert,Best,14,41,RF,OF,620,1062,1821,S4,250,484,74,.266,.332,.451,.783,299,107,4,241,185,821,7,3,175,295,10,.185,.280,8,11,12,3,1.9,24.6,.16,.09,.38,32.2,-0.8,-0.4,-5.0,1.3,27.2,2.7,16.6
Kellan,Zuniga,,27,1B,,616,640,1950,2217,350,589,116,.302,.376,.536,.912,369,100,4,369,220,1045,36,7,227,461,16,.234,.340,5,19,6,0,3.5,16.8,.24,.10,.37,120.0,3.9,-0.5,-20.5,1.2,104.1,10.5,27.3
Thanassis,Kallakis,,31,C,,152,401,348,407,32,70,3,.201,.304,.259,.563,56,11,0,29,14,90,2,0,47,117,6,.057,.290,3,3,0,4,1.0,116.0,.34,.12,.20,-25.8,0.1,-0.5,3.4,0.3,-22.5,-2.3,1.0
Baylee,McCarty,12,46,1B,LF,258,838,729,804,86,199,16,.273,.330,.399,.729,140,42,1,83,59,291,5,3,61,129,4,.126,.310,4,6,3,0,1.0,45.6,.18,.08,.30,-5.1,-0.5,-0.5,-3.8,0.7,-9.3,-0.9,4.5
Zariyah,Hail,,24,LF,OF,270,317,813,908,96,213,28,.262,.327,.416,.742,145,39,1,117,68,338,1,0,75,133,7,.154,.280,5,8,5,0,2.9,29.0,.16,.08,.32,4.0,-0.5,-0.5,3.2,0.8,7.0,0.7,8.7
Arjun,Droop,5,38,C,1B,105,351,241,269,26,50,9,.207,.273,.353,.626,33,8,0,33,17,85,0,1,19,67,4,.145,.244,2,3,1,2,0.8,26.8,.28,.07,.34,-10.0,-0.5,-0.5,3.7,0.3,-7.1,-0.7,1.1
Biff,Ironbarge Jr.,,28,SS,2B,518,528,1558,1741,203,415,53,.266,.331,.434,.765,270,82,10,212,145,676,14,10,152,243,9,.168,.283,3,19,34,0,3.3,29.4,.16,.09,.35,14.4,-3.8,-0.5,-5.8,0.9,5.3,0.6,14.2
Emilio,Ingram,,36,LF,RF,82,702,202,224,21,45,5,.223,.268,.337,.605,33,6,1,26,12,68,4,3,10,68,4,.114,.301,4,4,2,0,0.3,40.4,.34,.04,.27,-10.1,-0.7,-0.5,0.8,0.1,-10.4,-1.1,0.5
Beaufort,Flowers,,29,LF,OF,176,401,453,498,48,116,6,.256,.310,.336,.645,93,16,1,38,23,152,10,5,30,111,7,.079,.324,4,4,4,0,1.2,75.5,.25,.06,.20,-13.1,-0.6,-0.5,1.6,0.3,-12.2,-1.2,2.2
Moses,Costa,3,38,SS,,114,240,292,318,39,72,13,.247,.297,.421,.719,47,12,0,32,25,123,0,1,18,91,4,.175,.311,2,2,8,0,1.3,22.5,.31,.06,.35,-6.0,-0.5,-0.5,-0.2,0.2,-7.0,-0.7,1.5
Bjorn,Monroe,8,41,1B,C,578,590,1819,2001,231,475,82,.261,.322,.457,.779,284,107,2,277,191,832,1,6,156,431,12,.196,.298,1,13,6,0,3.4,22.2,.24,.08,.40,17.0,-3.2,-0.5,-3.3,1.4,11.4,1.2,14.8
Marquis,Bethea,,28,2B,SS,1,1,3,3,0,1,0,.333,.333,.667,1.000,0,1,0,0,1,2,0,0,0,2,0,.333,1.000,0,0,0,0,3.0,Infinity,.67,.00,1.00,-4.0,0.0,-0.6,-0.1,0.1,-4.6,-0.5,0.2
Brady,Wiggins,1,42,C,,54,80,130,141,12,36,6,.277,.333,.477,.810,22,8,0,20,14,62,0,0,10,31,1,.200,.323,0,0,1,1,1.8,21.7,.24,.07,.39,2.8,0.0,-0.6,1.0,0.2,3.4,0.3,1.3
Lance,Ferrari,,27,3B,SS,616,640,1967,2194,300,545,92,.277,.344,.484,.828,334,107,12,313,211,952,36,22,182,264,26,.207,.279,4,15,43,0,3.4,21.4,.13,.08,.39,43.9,-3.5,-0.6,0.5,1.1,41.5,4.2,20.3
Harold,Reilly,18,39,SS,3B,210,776,473,526,46,123,7,.260,.324,.366,.690,87,29,0,45,36,173,0,1,44,98,1,.106,.315,8,0,15,0,0.7,67.6,.21,.08,.29,-5.9,-0.7,-0.6,1.7,0.2,-5.3,-0.5,3.1
Ishwar,Khan,,22,2B,,59,80,153,176,21,39,2,.255,.345,.346,.691,29,8,0,12,10,53,2,0,16,38,5,.092,.327,2,0,6,0,2.2,76.5,.25,.09,.26,5.3,0.2,-0.6,0.4,0.3,5.6,0.6,2.9
TD,Byrd,16,40,RF,LF,947,1232,2909,3206,330,778,59,.267,.325,.384,.709,564,149,6,310,214,1116,20,14,228,501,29,.116,.304,21,19,20,0,2.6,49.3,.17,.07,.28,-23.4,-3.8,-0.6,-34.7,1.5,-61.1,-6.2,15.7
Jack,Radical,19,41,LF,RF,137,817,256,280,119,61,2,.238,.295,.301,.596,49,10,0,20,12,77,52,14,18,98,3,.063,.376,2,1,3,0,0.3,128.0,.38,.06,.20,-11.4,3.9,-0.6,1.3,0.1,-6.6,-0.7,1.2
Gunnar,Andrews,8,38,2B,3B,51,147,107,118,4,30,1,.280,.342,.336,.678,26,3,0,14,4,36,1,0,9,32,1,.056,.392,1,0,4,0,0.8,107.0,.30,.08,.13,-1.0,0.1,-0.6,0.4,0.0,-1.0,-0.1,0.7
Douglas,Sandman,14,40,RF,OF,254,815,549,615,57,130,12,.237,.308,.344,.652,95,23,0,59,35,189,15,6,47,162,10,.107,.313,7,2,5,2,0.8,45.8,.30,.08,.27,-16.2,0.0,-0.6,-2.1,0.4,-18.6,-1.9,2.3
Joram,Boneschansker,,26,2B,,53,80,136,146,8,37,0,.272,.322,.294,.616,34,3,0,13,3,40,0,0,8,24,2,.022,.330,0,0,4,0,1.8,Infinity,.18,.05,.08,-2.2,-0.6,-0.6,0.4,0.2,-2.8,-0.3,1.4
Ismael,Miranda,5,40,CF,OF,165,352,327,364,72,70,11,.214,.285,.361,.646,45,13,1,42,25,118,18,5,31,137,2,.147,.328,3,1,1,4,1.0,29.7,.42,.09,.36,-12.1,1.3,-0.6,-1.8,0.3,-12.9,-1.3,1.2
Killer,Porpeta,9,45,LF,OF,390,587,1142,1260,172,304,40,.266,.324,.439,.762,194,63,7,165,110,501,88,16,93,279,9,.173,.317,6,10,8,0,2.1,28.6,.24,.07,.36,13.2,10.1,-0.6,3.6,1.1,27.4,2.7,11.3
Tigran,Zakaryan,,30,C,,695,881,2088,2336,252,530,83,.254,.325,.427,.752,336,110,1,293,194,891,2,1,207,395,20,.173,.275,6,15,2,18,2.7,25.2,.19,.09,.37,-1.0,-1.5,-0.6,14.4,1.1,12.5,1.3,18.6
Vinny,McLaughlin,15,40,CF,1B/OF,695,1096,1885,2103,214,484,38,.257,.326,.372,.698,351,87,8,212,133,701,40,15,172,393,26,.115,.304,9,11,11,1,1.9,49.6,.21,.08,.27,-17.6,0.5,-0.6,-5.7,1.4,-22.0,-2.2,12.1
Gideon,Kramer,4,37,2B,OF,233,320,632,694,78,164,7,.259,.317,.345,.662,132,17,8,67,32,218,23,17,50,166,4,.085,.341,6,2,14,0,2.2,90.3,.26,.07,.20,-12.9,-3.2,-0.6,3.4,0.6,-12.8,-1.3,3.4
Angelina,Tang,1,42,LF,OF,10,26,25,31,2,6,0,.240,.387,.360,.747,4,1,1,0,2,9,0,0,5,7,1,.120,.333,0,0,1,0,1.2,Infinity,.28,.16,.33,0.5,0.0,-0.6,0.1,0.0,0.0,0.0,0.2
Todd,Durham,5,41,SS,2B,65,326,173,192,19,49,9,.283,.351,.538,.888,23,17,0,31,26,93,0,0,16,60,2,.254,.385,1,0,5,0,0.6,19.2,.35,.08,.53,9.3,0.0,-0.6,-0.6,0.2,8.2,0.8,2.1
Sienna,Barrera,,35,C,1B,185,400,476,531,52,109,20,.229,.302,.380,.683,77,12,0,55,32,181,0,1,47,171,4,.151,.310,2,2,0,7,1.3,23.8,.36,.09,.29,-18.3,-0.8,-0.7,7.7,0.4,-11.7,-1.2,3.0
Munko,Griff,,21,C,OF,113,161,318,362,28,62,6,.195,.287,.274,.561,50,5,1,23,12,87,0,0,37,79,5,.079,.238,0,2,0,2,2.2,53.0,.25,.10,.19,-29.0,-0.3,-0.7,6.9,0.3,-22.8,-2.3,1.3
Leanna,Winters,1,40,C,1B,9,31,26,26,3,6,0,.231,.231,.269,.500,5,1,0,0,1,7,0,0,0,6,0,.038,.300,0,0,1,0,0.8,Infinity,.23,.00,.17,-2.3,0.0,-0.7,0.3,0.0,-2.7,-0.3,-0.1
Karter,Blacksmith,4,34,SS,3B,296,320,901,992,129,265,24,.294,.352,.445,.797,178,62,1,112,87,401,5,6,72,103,11,.151,.309,2,6,21,0,3.1,37.5,.11,.07,.33,17.2,-1.9,-0.7,2.4,0.9,17.9,1.8,8.6
Kash,Fineman,10,41,3B,1B/OF,402,619,1171,1301,147,307,45,.262,.324,.427,.750,204,58,0,155,103,500,13,10,104,271,6,.165,.304,12,8,15,1,2.1,26.0,.23,.08,.34,0.8,-2.3,-0.7,-0.4,1.0,-1.5,-0.2,8.7
Mikey,Gordon,,39,1B,C,837,1440,2296,2572,242,537,81,.234,.305,.387,.691,351,102,3,319,186,888,8,7,201,750,41,.153,.307,15,19,8,1,1.8,28.3,.33,.08,.35,-40.6,-2.7,-0.7,-4.8,1.2,-47.6,-4.8,12.7
Petra,Kraasenberg,,26,LF,RF,293,321,822,938,87,215,13,.262,.335,.352,.687,169,31,2,78,46,289,9,7,83,171,14,.090,.311,8,11,7,0,2.9,63.2,.21,.09,.21,-12.7,-2.0,-0.7,3.6,0.8,-11.0,-1.1,7.1
Maya,Armhorn,,34,LF,RF,98,590,266,295,26,61,3,.229,.294,.293,.587,51,6,1,17,10,78,0,1,24,70,1,.064,.297,2,2,2,1,0.5,88.7,.26,.08,.16,-11.9,-0.6,-0.7,1.0,0.1,-12.1,-1.2,0.9
Emerie,O'Neill,8,37,RF,1B/OF,515,640,1506,1678,167,373,44,.248,.314,.392,.706,249,74,6,207,124,591,9,4,137,370,14,.145,.297,7,14,11,0,2.6,34.2,.25,.08,.33,-36.1,-0.5,-0.7,-0.5,1.2,-36.6,-3.7,7.7
Jude,Buttes,9,42,RF,OF,125,614,338,365,31,85,6,.251,.304,.340,.644,67,12,0,43,18,115,0,1,25,75,1,.089,.306,0,1,3,1,0.6,56.3,.22,.07,.21,-11.5,-0.5,-0.7,-1.0,0.3,-13.5,-1.3,1.1
Zayne,Singh,12,42,RF,LF,109,807,273,303,43,88,7,.322,.384,.451,.835,67,14,0,46,21,123,2,1,27,44,1,.128,.363,1,1,2,2,0.4,39.0,.16,.09,.24,11.4,-0.2,-0.7,-4.0,0.2,6.6,0.7,2.8
Posh,Vu,3,45,1B,,23,106,53,60,16,10,0,.189,.283,.226,.510,8,2,0,2,2,12,1,0,3,15,4,.038,.263,0,0,0,2,0.6,Infinity,.28,.05,.20,-4.0,0.2,-0.7,-0.7,0.1,-5.2,-0.5,-0.1
Fruscar,Bravaldo,,22,3B,SS,77,81,248,272,36,67,12,.270,.335,.464,.798,43,12,0,34,24,115,1,1,22,42,2,.194,.284,0,0,7,0,3.4,20.7,.17,.08,.36,7.9,-1.4,-0.7,0.1,0.4,6.3,0.6,4.3
Chili,Esposito,10,39,LF,RF,552,709,1655,1833,223,439,39,.265,.329,.397,.726,306,87,7,177,133,657,48,13,153,267,8,.132,.295,8,9,10,0,2.6,42.4,.16,.08,.30,-9.9,3.1,-0.7,5.3,1.3,-0.9,-0.1,12.4
Izabella,Hayden,5,43,RF,OF,332,394,1008,1121,118,249,31,.247,.315,.400,.715,160,55,3,121,89,403,9,5,92,234,11,.153,.291,5,5,8,0,2.8,32.5,.23,.08,.36,-16.2,-0.7,-0.8,-2.7,1.0,-19.4,-1.9,5.7
Brayan,Terry,11,38,LF,OF,56,649,152,170,19,43,4,.283,.349,.414,.764,31,8,0,21,12,63,0,0,15,27,1,.132,.320,1,1,2,0,0.3,38.0,.18,.09,.28,1.5,-0.1,-0.8,0.5,0.1,1.3,0.1,1.3
Rhyse,Vargas,,34,LF,OF,153,198,461,517,55,119,13,.258,.330,.401,.731,80,25,1,55,39,185,0,0,47,86,4,.143,.290,2,3,3,0,2.6,35.5,.19,.09,.33,4.2,-0.2,-0.8,2.0,0.4,5.7,0.5,5.6
Quark,Markenstein,,21,C,OF,55,160,134,151,17,33,6,.246,.331,.440,.771,20,6,1,20,13,59,0,0,16,36,1,.194,.293,0,0,1,2,0.9,22.3,.27,.11,.39,-1.9,-0.4,-0.8,4.6,0.2,1.8,0.2,2.3
Maddison,Vaughan,9,36,1B,,540,720,1604,1780,197,401,64,.250,.313,.413,.725,268,69,0,222,133,662,2,0,140,456,13,.163,.307,8,15,6,0,2.5,25.1,.28,.08,.33,-5.2,-0.2,-0.8,-16.0,1.4,-20.8,-2.1,10.0
Clayton,Rose,9,39,3B,,659,698,2099,2319,289,585,70,.279,.339,.434,.773,402,110,3,251,183,911,15,6,176,221,25,.155,.282,2,17,45,0,3.3,30.0,.11,.08,.31,34.3,-0.5,-0.8,10.3,1.7,45.0,4.5,20.3
Gunny,Wales,5,40,2B,SS,48,238,72,83,28,13,1,.181,.280,.250,.530,10,2,0,3,3,18,10,5,9,32,1,.069,.308,1,0,4,0,0.3,72.0,.44,.11,.23,-4.7,-0.3,-0.8,-0.1,0.1,-5.9,-0.6,0.0
Repo,Musto,,27,2B,SS,149,560,330,362,56,69,10,.209,.264,.345,.609,44,15,0,32,25,114,6,4,22,126,3,.136,.303,6,1,12,1,0.6,33.0,.38,.06,.36,-9.8,-0.2,-0.8,-0.4,0.3,-11.0,-1.1,1.9
Briggs,Bernal,3,39,CF,1B/OF,190,190,607,680,96,151,23,.249,.324,.418,.742,98,26,4,67,53,254,19,7,63,101,6,.170,.263,1,3,4,0,3.6,26.4,.17,.09,.35,-2.4,0.6,-0.8,-1.6,0.7,-3.6,-0.4,4.3
Colson,Bowman,10,38,C,,506,780,1417,1580,205,352,52,.248,.316,.405,.721,241,52,7,178,111,574,65,13,132,397,12,.157,.308,12,7,4,9,2.0,27.3,.28,.08,.32,-6.7,6.6,-0.8,9.6,1.1,9.8,1.0,11.7
Bottomley,Patton,2,38,CF,OF,127,160,330,367,56,105,5,.318,.381,.421,.802,84,13,3,35,21,139,7,2,34,75,0,.103,.398,2,1,3,0,2.3,66.0,.23,.09,.20,10.7,0.5,-0.8,-1.4,0.4,9.3,0.9,3.4
Domingo,Moreno,,29,C,RF,399,800,1026,1144,113,259,25,.252,.321,.378,.700,180,54,0,116,79,388,0,0,96,255,11,.126,.311,5,6,2,11,1.4,41.0,.25,.08,.31,-11.4,-0.8,-0.8,7.0,0.6,-5.5,-0.5,8.0
Chromatic,Aberration,,20,LF,OF,79,81,248,271,32,63,11,.254,.311,.464,.775,34,17,1,32,29,115,1,0,18,42,3,.210,.265,1,1,3,0,3.3,22.5,.17,.07,.46,1.4,0.2,-0.8,1.4,0.4,2.6,0.3,3.9
Cory,Duncan,5,44,1B,LF,53,288,111,125,9,19,2,.171,.250,.261,.511,13,4,0,12,6,29,0,0,11,33,1,.090,.221,1,1,1,1,0.4,55.5,.30,.09,.32,-9.4,0.0,-0.8,-0.8,0.1,-10.9,-1.1,-0.2
Aden,Fleming,,40,C,1B,973,1481,2698,2970,308,660,89,.245,.306,.391,.698,445,123,3,335,215,1056,0,4,226,653,21,.147,.289,8,17,4,20,2.0,30.3,.24,.08,.33,-47.9,-3.2,-0.9,34.9,1.6,-15.5,-1.6,19.0
Shark,Burgess,,25,3B,1B,145,161,417,471,44,85,8,.204,.278,.324,.602,55,18,4,43,30,135,9,3,42,119,4,.120,.258,0,8,12,0,2.9,52.1,.29,.09,.35,-14.6,-1.1,-0.9,-1.4,0.4,-17.6,-1.8,3.0
Nina,Burger,15,37,LF,RF,916,1196,2681,2998,343,667,96,.249,.319,.409,.727,436,129,6,371,231,1096,43,15,245,673,38,.160,.296,16,18,15,2,2.5,27.9,.25,.08,.35,-20.3,0.5,-0.9,8.9,1.5,-10.2,-1.0,19.5
Vale,Parsons,10,37,1B,,635,720,1895,2144,252,505,59,.266,.338,.410,.749,351,95,0,261,154,777,41,10,196,331,20,.144,.293,14,19,7,0,3.0,32.1,.17,.09,.30,36.6,2.9,-0.9,-18.8,1.5,21.3,2.2,16.8
Memphis,Horton,7,42,1B,,419,535,1256,1426,157,347,55,.276,.354,.450,.804,239,53,0,188,108,565,2,3,143,211,13,.174,.292,5,9,5,0,2.7,22.8,.17,.10,.31,20.0,-1.4,-0.9,-12.4,1.2,6.5,0.7,10.4
Ding,Doktor,17,40,RF,1B,652,705,2046,2264,258,520,72,.254,.319,.412,.730,346,98,4,228,174,842,56,18,172,322,28,.157,.269,6,12,17,1,3.2,28.4,.16,.08,.33,-0.9,1.8,-0.9,-4.5,0.7,-3.9,-0.4,15.0
Tate,Rodriguez,1,37,C,LF,33,49,96,100,8,25,3,.260,.290,.406,.696,17,5,0,7,8,39,2,0,4,23,0,.146,.314,0,0,0,3,2.0,32.0,.24,.04,.32,-2.2,0.4,-0.9,1.3,0.1,-1.3,-0.1,0.5
Noata,Suzuki,17,43,RF,OF,868,1295,2260,2513,279,541,72,.239,.304,.388,.692,358,103,8,304,183,876,10,7,197,681,22,.148,.308,17,17,7,22,1.9,31.4,.30,.08,.34,-39.6,-2.2,-0.9,-7.1,1.4,-48.3,-4.9,12.2
River,Delacruz,15,41,C,1B,522,1200,1179,1332,125,282,14,.239,.316,.317,.634,219,48,1,123,63,374,9,3,126,326,10,.078,.317,11,6,3,10,1.1,84.2,.28,.09,.22,-40.5,-0.3,-0.9,18.4,0.5,-22.8,-2.3,6.8
Debonnaire,Chastain,,24,1B,,351,401,1017,1133,118,258,30,.254,.313,.393,.706,178,48,2,140,80,400,0,1,84,220,11,.140,.291,5,16,4,0,2.8,33.9,.22,.07,.31,-17.3,-1.3,-0.9,-12.3,0.8,-31.0,-3.1,6.0
Harley,Moyer,,36,3B,SS,698,744,2189,2429,279,573,62,.262,.326,.402,.728,395,111,5,266,178,880,38,19,193,433,23,.140,.299,8,16,44,0,3.3,35.3,.20,.08,.31,-15.6,-2.0,-0.9,0.6,1.0,-16.9,-1.7,16.5
